"Geography","Year","Question Code","Question Text","Response Category","Response Variable","Gender","Value"
"Costa Rica",2021,"B.21","On a typical day, how many hours per day does your spouse or partner spend on domestic tasks or care for family members? Select one","Between 1 and 2 hours","sog_w2_hrs_spse_dmstc_12","male",15.00
"Costa Rica",2021,"B.21","On a typical day, how many hours per day does your spouse or partner spend on domestic tasks or care for family members? Select one","Between 1 and 2 hours","sog_w2_hrs_spse_dmstc_12","female",20.00
"Costa Rica",2021,"B.21","On a typical day, how many hours per day does your spouse or partner spend on domestic tasks or care for family members? Select one","Between 1 and 2 hours","sog_w2_hrs_spse_dmstc_12","combined",18.00
"Costa Rica",2021,"B.21","On a typical day, how many hours per day does your spouse or partner spend on domestic tasks or care for family members? Select one","Between 2 and 3 hours","sog_w2_hrs_spse_dmstc_23","male",14.00
"Costa Rica",2021,"B.21","On a typical day, how many hours per day does your spouse or partner spend on domestic tasks or care for family members? Select one","Between 2 and 3 hours","sog_w2_hrs_spse_dmstc_23","female",14.00
"Costa Rica",2021,"B.21","On a typical day, how many hours per day does your spouse or partner spend on domestic tasks or care for family members? Select one","Between 2 and 3 hours","sog_w2_hrs_spse_dmstc_23","combined",14.00
"Costa Rica",2021,"B.21","On a typical day, how many hours per day does your spouse or partner spend on domestic tasks or care for family members? Select one","Between 3 and 4 hours","sog_w2_hrs_spse_dmstc_34","male",4.00
"Costa Rica",2021,"B.21","On a typical day, how many hours per day does your spouse or partner spend on domestic tasks or care for family members? Select one","Between 3 and 4 hours","sog_w2_hrs_spse_dmstc_34","female",9.00
"Costa Rica",2021,"B.21","On a typical day, how many hours per day does your spouse or partner spend on domestic tasks or care for family members? Select one","Between 3 and 4 hours","sog_w2_hrs_spse_dmstc_34","combined",7.00
"Costa Rica",2021,"B.21","On a typical day, how many hours per day does your spouse or partner spend on domestic tasks or care for family members? Select one","Between 4 and 5 hours","sog_w2_hrs_spse_dmstc_45","male",14.00
"Costa Rica",2021,"B.21","On a typical day, how many hours per day does your spouse or partner spend on domestic tasks or care for family members? Select one","Between 4 and 5 hours","sog_w2_hrs_spse_dmstc_45","female",8.00
"Costa Rica",2021,"B.21","On a typical day, how many hours per day does your spouse or partner spend on domestic tasks or care for family members? Select one","Between 4 and 5 hours","sog_w2_hrs_spse_dmstc_45","combined",11.00
"Costa Rica",2021,"B.21","On a typical day, how many hours per day does your spouse or partner spend on domestic tasks or care for family members? Select one","Between 5 and 7 hours","sog_w2_hrs_spse_dmstc_57","male",6.00
"Costa Rica",2021,"B.21","On a typical day, how many hours per day does your spouse or partner spend on domestic tasks or care for family members? Select one","Between 5 and 7 hours","sog_w2_hrs_spse_dmstc_57","female",5.00
"Costa Rica",2021,"B.21","On a typical day, how many hours per day does your spouse or partner spend on domestic tasks or care for family members? Select one","Between 5 and 7 hours","sog_w2_hrs_spse_dmstc_57","combined",6.00
"Costa Rica",2021,"B.21","On a typical day, how many hours per day does your spouse or partner spend on domestic tasks or care for family members? Select one","Between 7 and 9 hours","sog_w2_hrs_spse_dmstc_79","male",7.00
"Costa Rica",2021,"B.21","On a typical day, how many hours per day does your spouse or partner spend on domestic tasks or care for family members? Select one","Between 7 and 9 hours","sog_w2_hrs_spse_dmstc_79","female",6.00
"Costa Rica",2021,"B.21","On a typical day, how many hours per day does your spouse or partner spend on domestic tasks or care for family members? Select one","Between 7 and 9 hours","sog_w2_hrs_spse_dmstc_79","combined",7.00
"Costa Rica",2021,"B.21","On a typical day, how many hours per day does your spouse or partner spend on domestic tasks or care for family members? Select one","Between 9 and 11 hours","sog_w2_hrs_spse_dmstc_911","male",6.00
"Costa Rica",2021,"B.21","On a typical day, how many hours per day does your spouse or partner spend on domestic tasks or care for family members? Select one","Between 9 and 11 hours","sog_w2_hrs_spse_dmstc_911","female",2.00
"Costa Rica",2021,"B.21","On a typical day, how many hours per day does your spouse or partner spend on domestic tasks or care for family members? Select one","Between 9 and 11 hours","sog_w2_hrs_spse_dmstc_911","combined",4.00
"Costa Rica",2021,"B.21","On a typical day, how many hours per day does your spouse or partner spend on domestic tasks or care for family members? Select one","No time spent on these activities","sog_w2_hrs_spse_dmstc_none","male",9.00
"Costa Rica",2021,"B.21","On a typical day, how many hours per day does your spouse or partner spend on domestic tasks or care for family members? Select one","No time spent on these activities","sog_w2_hrs_spse_dmstc_none","female",13.00
"Costa Rica",2021,"B.21","On a typical day, how many hours per day does your spouse or partner spend on domestic tasks or care for family members? Select one","No time spent on these activities","sog_w2_hrs_spse_dmstc_none","combined",11.00
"Costa Rica",2021,"B.21","On a typical day, how many hours per day does your spouse or partner spend on domestic tasks or care for family members? Select one","More than 11hrs","sog_w2_hrs_spse_dmstc_over11","male",10.00
"Costa Rica",2021,"B.21","On a typical day, how many hours per day does your spouse or partner spend on domestic tasks or care for family members? Select one","More than 11hrs","sog_w2_hrs_spse_dmstc_over11","female",3.00
"Costa Rica",2021,"B.21","On a typical day, how many hours per day does your spouse or partner spend on domestic tasks or care for family members? Select one","More than 11hrs","sog_w2_hrs_spse_dmstc_over11","combined",6.00
"Costa Rica",2021,"B.21","On a typical day, how many hours per day does your spouse or partner spend on domestic tasks or care for family members? Select one","Less than 1 hour","sog_w2_hrs_spse_dmstc_under1","male",7.00
"Costa Rica",2021,"B.21","On a typical day, how many hours per day does your spouse or partner spend on domestic tasks or care for family members? Select one","Less than 1 hour","sog_w2_hrs_spse_dmstc_under1","female",11.00
"Costa Rica",2021,"B.21","On a typical day, how many hours per day does your spouse or partner spend on domestic tasks or care for family members? Select one","Less than 1 hour","sog_w2_hrs_spse_dmstc_under1","combined",9.00
"Costa Rica",2021,"B.21","On a typical day, how many hours per day does your spouse or partner spend on domestic tasks or care for family members? Select one","Unsure","sog_w2_hrs_spse_dmstc_unsure","male",6.00
"Costa Rica",2021,"B.21","On a typical day, how many hours per day does your spouse or partner spend on domestic tasks or care for family members? Select one","Unsure","sog_w2_hrs_spse_dmstc_unsure","female",9.00
"Costa Rica",2021,"B.21","On a typical day, how many hours per day does your spouse or partner spend on domestic tasks or care for family members? Select one","Unsure","sog_w2_hrs_spse_dmstc_unsure","combined",8.00
"Costa Rica",2021,"B.23","On a typical day, how many hours per day do you spend working for pay? (Work for pay can be any kind of business, farming or other activity to generate income)","Between 1 and 2 hours","sog_w2_hrs_wrk_pay_12","male",1.00
"Costa Rica",2021,"B.23","On a typical day, how many hours per day do you spend working for pay? (Work for pay can be any kind of business, farming or other activity to generate income)","Between 1 and 2 hours","sog_w2_hrs_wrk_pay_12","female",7.00
"Costa Rica",2021,"B.23","On a typical day, how many hours per day do you spend working for pay? (Work for pay can be any kind of business, farming or other activity to generate income)","Between 1 and 2 hours","sog_w2_hrs_wrk_pay_12","combined",4.00
"Costa Rica",2021,"B.23","On a typical day, how many hours per day do you spend working for pay? (Work for pay can be any kind of business, farming or other activity to generate income)","Between 2 and 3 hours","sog_w2_hrs_wrk_pay_23","male",3.00
"Costa Rica",2021,"B.23","On a typical day, how many hours per day do you spend working for pay? (Work for pay can be any kind of business, farming or other activity to generate income)","Between 2 and 3 hours","sog_w2_hrs_wrk_pay_23","female",6.00
"Costa Rica",2021,"B.23","On a typical day, how many hours per day do you spend working for pay? (Work for pay can be any kind of business, farming or other activity to generate income)","Between 2 and 3 hours","sog_w2_hrs_wrk_pay_23","combined",4.00
"Costa Rica",2021,"B.23","On a typical day, how many hours per day do you spend working for pay? (Work for pay can be any kind of business, farming or other activity to generate income)","Between 3 and 4 hours","sog_w2_hrs_wrk_pay_34","male",4.00
"Costa Rica",2021,"B.23","On a typical day, how many hours per day do you spend working for pay? (Work for pay can be any kind of business, farming or other activity to generate income)","Between 3 and 4 hours","sog_w2_hrs_wrk_pay_34","female",4.00
"Costa Rica",2021,"B.23","On a typical day, how many hours per day do you spend working for pay? (Work for pay can be any kind of business, farming or other activity to generate income)","Between 3 and 4 hours","sog_w2_hrs_wrk_pay_34","combined",4.00
"Costa Rica",2021,"B.23","On a typical day, how many hours per day do you spend working for pay? (Work for pay can be any kind of business, farming or other activity to generate income)","Between 4 and 5 hours","sog_w2_hrs_wrk_pay_45","male",13.00
"Costa Rica",2021,"B.23","On a typical day, how many hours per day do you spend working for pay? (Work for pay can be any kind of business, farming or other activity to generate income)","Between 4 and 5 hours","sog_w2_hrs_wrk_pay_45","female",10.00
"Costa Rica",2021,"B.23","On a typical day, how many hours per day do you spend working for pay? (Work for pay can be any kind of business, farming or other activity to generate income)","Between 4 and 5 hours","sog_w2_hrs_wrk_pay_45","combined",11.00
"Costa Rica",2021,"B.23","On a typical day, how many hours per day do you spend working for pay? (Work for pay can be any kind of business, farming or other activity to generate income)","Between 5 and 7 hours","sog_w2_hrs_wrk_pay_57","male",13.00
"Costa Rica",2021,"B.23","On a typical day, how many hours per day do you spend working for pay? (Work for pay can be any kind of business, farming or other activity to generate income)","Between 5 and 7 hours","sog_w2_hrs_wrk_pay_57","female",10.00
"Costa Rica",2021,"B.23","On a typical day, how many hours per day do you spend working for pay? (Work for pay can be any kind of business, farming or other activity to generate income)","Between 5 and 7 hours","sog_w2_hrs_wrk_pay_57","combined",12.00
"Costa Rica",2021,"B.23","On a typical day, how many hours per day do you spend working for pay? (Work for pay can be any kind of business, farming or other activity to generate income)","Between 7 and 9 hours","sog_w2_hrs_wrk_pay_79","male",24.00
"Costa Rica",2021,"B.23","On a typical day, how many hours per day do you spend working for pay? (Work for pay can be any kind of business, farming or other activity to generate income)","Between 7 and 9 hours","sog_w2_hrs_wrk_pay_79","female",25.00
"Costa Rica",2021,"B.23","On a typical day, how many hours per day do you spend working for pay? (Work for pay can be any kind of business, farming or other activity to generate income)","Between 7 and 9 hours","sog_w2_hrs_wrk_pay_79","combined",25.00
"Costa Rica",2021,"B.23","On a typical day, how many hours per day do you spend working for pay? (Work for pay can be any kind of business, farming or other activity to generate income)","Between 9 and 11 hours","sog_w2_hrs_wrk_pay_911","male",22.00
"Costa Rica",2021,"B.23","On a typical day, how many hours per day do you spend working for pay? (Work for pay can be any kind of business, farming or other activity to generate income)","Between 9 and 11 hours","sog_w2_hrs_wrk_pay_911","female",16.00
"Costa Rica",2021,"B.23","On a typical day, how many hours per day do you spend working for pay? (Work for pay can be any kind of business, farming or other activity to generate income)","Between 9 and 11 hours","sog_w2_hrs_wrk_pay_911","combined",19.00
"Costa Rica",2021,"B.23","On a typical day, how many hours per day do you spend working for pay? (Work for pay can be any kind of business, farming or other activity to generate income)","No time spent on these activities","sog_w2_hrs_wrk_pay_none","male",4.00
"Costa Rica",2021,"B.23","On a typical day, how many hours per day do you spend working for pay? (Work for pay can be any kind of business, farming or other activity to generate income)","No time spent on these activities","sog_w2_hrs_wrk_pay_none","female",6.00
"Costa Rica",2021,"B.23","On a typical day, how many hours per day do you spend working for pay? (Work for pay can be any kind of business, farming or other activity to generate income)","No time spent on these activities","sog_w2_hrs_wrk_pay_none","combined",5.00
"Costa Rica",2021,"B.23","On a typical day, how many hours per day do you spend working for pay? (Work for pay can be any kind of business, farming or other activity to generate income)","More than 11hrs","sog_w2_hrs_wrk_pay_over11","male",13.00
"Costa Rica",2021,"B.23","On a typical day, how many hours per day do you spend working for pay? (Work for pay can be any kind of business, farming or other activity to generate income)","More than 11hrs","sog_w2_hrs_wrk_pay_over11","female",14.00
"Costa Rica",2021,"B.23","On a typical day, how many hours per day do you spend working for pay? (Work for pay can be any kind of business, farming or other activity to generate income)","More than 11hrs","sog_w2_hrs_wrk_pay_over11","combined",13.00
"Costa Rica",2021,"B.23","On a typical day, how many hours per day do you spend working for pay? (Work for pay can be any kind of business, farming or other activity to generate income)","Less than 1 hour","sog_w2_hrs_wrk_pay_under1","male",3.00
"Costa Rica",2021,"B.23","On a typical day, how many hours per day do you spend working for pay? (Work for pay can be any kind of business, farming or other activity to generate income)","Less than 1 hour","sog_w2_hrs_wrk_pay_under1","female",2.00
"Costa Rica",2021,"B.23","On a typical day, how many hours per day do you spend working for pay? (Work for pay can be any kind of business, farming or other activity to generate income)","Less than 1 hour","sog_w2_hrs_wrk_pay_under1","combined",3.00
"Costa Rica",2021,"B.17","On a typical day, are you the main caregiver of any of the following persons in your household? Select all that apply","Children of school age 6 to 18 years old","sog_w2_main_crgvr_chsch","male",19.00
"Costa Rica",2021,"B.17","On a typical day, are you the main caregiver of any of the following persons in your household? Select all that apply","Children of school age 6 to 18 years old","sog_w2_main_crgvr_chsch","female",38.00
"Costa Rica",2021,"B.17","On a typical day, are you the main caregiver of any of the following persons in your household? Select all that apply","Children of school age 6 to 18 years old","sog_w2_main_crgvr_chsch","combined",29.00
"Costa Rica",2021,"B.17","On a typical day, are you the main caregiver of any of the following persons in your household? Select all that apply","Someone with special needs or a disability","sog_w2_main_crgvr_disb","male",3.00
"Costa Rica",2021,"B.17","On a typical day, are you the main caregiver of any of the following persons in your household? Select all that apply","Someone with special needs or a disability","sog_w2_main_crgvr_disb","female",7.00
"Costa Rica",2021,"B.17","On a typical day, are you the main caregiver of any of the following persons in your household? Select all that apply","Someone with special needs or a disability","sog_w2_main_crgvr_disb","combined",5.00
"Costa Rica",2021,"B.17","On a typical day, are you the main caregiver of any of the following persons in your household? Select all that apply","Elderly dependents aged over 65","sog_w2_main_crgvr_elder","male",12.00
"Costa Rica",2021,"B.17","On a typical day, are you the main caregiver of any of the following persons in your household? Select all that apply","Elderly dependents aged over 65","sog_w2_main_crgvr_elder","female",13.00
"Costa Rica",2021,"B.17","On a typical day, are you the main caregiver of any of the following persons in your household? Select all that apply","Elderly dependents aged over 65","sog_w2_main_crgvr_elder","combined",12.00
"Costa Rica",2021,"B.17","On a typical day, are you the main caregiver of any of the following persons in your household? Select all that apply","None of the above","sog_w2_main_crgvr_none","male",56.00
"Costa Rica",2021,"B.17","On a typical day, are you the main caregiver of any of the following persons in your household? Select all that apply","None of the above","sog_w2_main_crgvr_none","female",35.00
"Costa Rica",2021,"B.17","On a typical day, are you the main caregiver of any of the following persons in your household? Select all that apply","None of the above","sog_w2_main_crgvr_none","combined",45.00
"Costa Rica",2021,"B.17","On a typical day, are you the main caregiver of any of the following persons in your household? Select all that apply","Household members who are self-isolating or self quarantined","sog_w2_main_crgvr_qrntn","male",4.00
"Costa Rica",2021,"B.17","On a typical day, are you the main caregiver of any of the following persons in your household? Select all that apply","Household members who are self-isolating or self quarantined","sog_w2_main_crgvr_qrntn","female",3.00
"Costa Rica",2021,"B.17","On a typical day, are you the main caregiver of any of the following persons in your household? Select all that apply","Household members who are self-isolating or self quarantined","sog_w2_main_crgvr_qrntn","combined",4.00
"Costa Rica",2021,"B.17","On a typical day, are you the main caregiver of any of the following persons in your household? Select all that apply","Children under 6 years old","sog_w2_main_crgvr_under6","male",14.00
"Costa Rica",2021,"B.17","On a typical day, are you the main caregiver of any of the following persons in your household? Select all that apply","Children under 6 years old","sog_w2_main_crgvr_under6","female",29.00
"Costa Rica",2021,"B.17","On a typical day, are you the main caregiver of any of the following persons in your household? Select all that apply","Children under 6 years old","sog_w2_main_crgvr_under6","combined",22.00
"Costa Rica",2021,"B.18","Do you provide monetary support for a family member or friend who lives in a different household? Select all that apply","Yes, for my child(ren)","sog_w2_mntry_spprt_child","male",21.00
"Costa Rica",2021,"B.18","Do you provide monetary support for a family member or friend who lives in a different household? Select all that apply","Yes, for my child(ren)","sog_w2_mntry_spprt_child","female",19.00
"Costa Rica",2021,"B.18","Do you provide monetary support for a family member or friend who lives in a different household? Select all that apply","Yes, for my child(ren)","sog_w2_mntry_spprt_child","combined",20.00
"Costa Rica",2021,"B.18","Do you provide monetary support for a family member or friend who lives in a different household? Select all that apply","Yes, for a grandchild","sog_w2_mntry_spprt_gdch","male",3.00
"Costa Rica",2021,"B.18","Do you provide monetary support for a family member or friend who lives in a different household? Select all that apply","Yes, for a grandchild","sog_w2_mntry_spprt_gdch","female",2.00
"Costa Rica",2021,"B.18","Do you provide monetary support for a family member or friend who lives in a different household? Select all that apply","Yes, for a grandchild","sog_w2_mntry_spprt_gdch","combined",2.00
"Costa Rica",2021,"B.18","Do you provide monetary support for a family member or friend who lives in a different household? Select all that apply","Yes, for a neighbor or friend","sog_w2_mntry_spprt_nghfr","male",6.00
"Costa Rica",2021,"B.18","Do you provide monetary support for a family member or friend who lives in a different household? Select all that apply","Yes, for a neighbor or friend","sog_w2_mntry_spprt_nghfr","female",3.00
"Costa Rica",2021,"B.18","Do you provide monetary support for a family member or friend who lives in a different household? Select all that apply","Yes, for a neighbor or friend","sog_w2_mntry_spprt_nghfr","combined",4.00
"Costa Rica",2021,"B.18","Do you provide monetary support for a family member or friend who lives in a different household? Select all that apply","No","sog_w2_mntry_spprt_no","male",39.00
"Costa Rica",2021,"B.18","Do you provide monetary support for a family member or friend who lives in a different household? Select all that apply","No","sog_w2_mntry_spprt_no","female",50.00
"Costa Rica",2021,"B.18","Do you provide monetary support for a family member or friend who lives in a different household? Select all that apply","No","sog_w2_mntry_spprt_no","combined",44.00
"Costa Rica",2021,"B.18","Do you provide monetary support for a family member or friend who lives in a different household? Select all that apply","Yes, for someone else not mentioned here","sog_w2_mntry_spprt_oth","male",17.00
"Costa Rica",2021,"B.18","Do you provide monetary support for a family member or friend who lives in a different household? Select all that apply","Yes, for someone else not mentioned here","sog_w2_mntry_spprt_oth","female",10.00
"Costa Rica",2021,"B.18","Do you provide monetary support for a family member or friend who lives in a different household? Select all that apply","Yes, for someone else not mentioned here","sog_w2_mntry_spprt_oth","combined",13.00
"Costa Rica",2021,"B.18","Do you provide monetary support for a family member or friend who lives in a different household? Select all that apply","Yes, for a parent or in-law","sog_w2_mntry_spprt_prnt","male",29.00
"Costa Rica",2021,"B.18","Do you provide monetary support for a family member or friend who lives in a different household? Select all that apply","Yes, for a parent or in-law","sog_w2_mntry_spprt_prnt","female",24.00
"Costa Rica",2021,"B.18","Do you provide monetary support for a family member or friend who lives in a different household? Select all that apply","Yes, for a parent or in-law","sog_w2_mntry_spprt_prnt","combined",26.00
"Costa Rica",2021,"B.1","Over the past month, did you do any work for pay, even if only for one hour? (Work for pay can be any kind of business, farming or other activity to generate income)","No","sog_w2_wrk_no","male",27.00
"Costa Rica",2021,"B.1","Over the past month, did you do any work for pay, even if only for one hour? (Work for pay can be any kind of business, farming or other activity to generate income)","No","sog_w2_wrk_no","female",45.00
"Costa Rica",2021,"B.1","Over the past month, did you do any work for pay, even if only for one hour? (Work for pay can be any kind of business, farming or other activity to generate income)","No","sog_w2_wrk_no","combined",36.00
"Costa Rica",2021,"B.1","Over the past month, did you do any work for pay, even if only for one hour? (Work for pay can be any kind of business, farming or other activity to generate income)","Yes","sog_w2_wrk_yes","male",73.00
"Costa Rica",2021,"B.1","Over the past month, did you do any work for pay, even if only for one hour? (Work for pay can be any kind of business, farming or other activity to generate income)","Yes","sog_w2_wrk_yes","female",55.00
"Costa Rica",2021,"B.1","Over the past month, did you do any work for pay, even if only for one hour? (Work for pay can be any kind of business, farming or other activity to generate income)","Yes","sog_w2_wrk_yes","combined",64.00
"Costa Rica",2021,"D.8","Which of the following age groups do you belong to? Select one","18 - 24 years old","sog_w2_age_1824","male",20.00
"Costa Rica",2021,"D.8","Which of the following age groups do you belong to? Select one","18 - 24 years old","sog_w2_age_1824","female",23.00
"Costa Rica",2021,"D.8","Which of the following age groups do you belong to? Select one","18 - 24 years old","sog_w2_age_1824","combined",22.00
"Costa Rica",2021,"D.8","Which of the following age groups do you belong to? Select one","25 - 34 years old","sog_w2_age_2534","male",25.00
"Costa Rica",2021,"D.8","Which of the following age groups do you belong to? Select one","25 - 34 years old","sog_w2_age_2534","female",23.00
"Costa Rica",2021,"D.8","Which of the following age groups do you belong to? Select one","25 - 34 years old","sog_w2_age_2534","combined",24.00
"Costa Rica",2021,"D.8","Which of the following age groups do you belong to? Select one","35 - 44 years old","sog_w2_age_3544","male",24.00
"Costa Rica",2021,"D.8","Which of the following age groups do you belong to? Select one","35 - 44 years old","sog_w2_age_3544","female",22.00
"Costa Rica",2021,"D.8","Which of the following age groups do you belong to? Select one","35 - 44 years old","sog_w2_age_3544","combined",23.00
"Costa Rica",2021,"D.8","Which of the following age groups do you belong to? Select one","45 - 54 years old","sog_w2_age_4554","male",10.00
"Costa Rica",2021,"D.8","Which of the following age groups do you belong to? Select one","45 - 54 years old","sog_w2_age_4554","female",13.00
"Costa Rica",2021,"D.8","Which of the following age groups do you belong to? Select one","45 - 54 years old","sog_w2_age_4554","combined",12.00
"Costa Rica",2021,"D.8","Which of the following age groups do you belong to? Select one","55 - 64 years old","sog_w2_age_5564","male",7.00
"Costa Rica",2021,"D.8","Which of the following age groups do you belong to? Select one","55 - 64 years old","sog_w2_age_5564","female",9.00
"Costa Rica",2021,"D.8","Which of the following age groups do you belong to? Select one","55 - 64 years old","sog_w2_age_5564","combined",8.00
"Costa Rica",2021,"D.8","Which of the following age groups do you belong to? Select one","65 - 74 years old","sog_w2_age_6574","male",5.00
"Costa Rica",2021,"D.8","Which of the following age groups do you belong to? Select one","65 - 74 years old","sog_w2_age_6574","female",2.00
"Costa Rica",2021,"D.8","Which of the following age groups do you belong to? Select one","65 - 74 years old","sog_w2_age_6574","combined",4.00
"Costa Rica",2021,"D.8","Which of the following age groups do you belong to? Select one","75 - 84 years old","sog_w2_age_7584","male",1.00
"Costa Rica",2021,"D.8","Which of the following age groups do you belong to? Select one","75 - 84 years old","sog_w2_age_7584","female",0.00
"Costa Rica",2021,"D.8","Which of the following age groups do you belong to? Select one","75 - 84 years old","sog_w2_age_7584","combined",1.00
"Costa Rica",2021,"D.8","Which of the following age groups do you belong to? Select one","85 years old or older","sog_w2_age_85over","male",0.00
"Costa Rica",2021,"D.8","Which of the following age groups do you belong to? Select one","85 years old or older","sog_w2_age_85over","female",0.00
"Costa Rica",2021,"D.8","Which of the following age groups do you belong to? Select one","85 years old or older","sog_w2_age_85over","combined",0.00
"Costa Rica",2021,"D.8","Which of the following age groups do you belong to? Select one","Younger than 18 years old","sog_w2_age_under18","male",7.00
"Costa Rica",2021,"D.8","Which of the following age groups do you belong to? Select one","Younger than 18 years old","sog_w2_age_under18","female",7.00
"Costa Rica",2021,"D.8","Which of the following age groups do you belong to? Select one","Younger than 18 years old","sog_w2_age_under18","combined",7.00
"Costa Rica",2021,"D.3","How would you best describe the area where you currently live? Select one","City","sog_w2_area_city","male",41.00
"Costa Rica",2021,"D.3","How would you best describe the area where you currently live? Select one","City","sog_w2_area_city","female",44.00
"Costa Rica",2021,"D.3","How would you best describe the area where you currently live? Select one","City","sog_w2_area_city","combined",43.00
"Costa Rica",2021,"D.3","How would you best describe the area where you currently live? Select one","Village/Rural Area AND Other","sog_w2_area_rural_other","male",59.00
"Costa Rica",2021,"D.3","How would you best describe the area where you currently live? Select one","Village/Rural Area AND Other","sog_w2_area_rural_other","female",56.00
"Costa Rica",2021,"D.3","How would you best describe the area where you currently live? Select one","Village/Rural Area AND Other","sog_w2_area_rural_other","combined",57.00
"Costa Rica",2021,"D.7","What is your highest level of completed education? Select one","No formal education","sog_w2_educ_none","male",2.00
"Costa Rica",2021,"D.7","What is your highest level of completed education? Select one","No formal education","sog_w2_educ_none","female",2.00
"Costa Rica",2021,"D.7","What is your highest level of completed education? Select one","No formal education","sog_w2_educ_none","combined",2.00
"Costa Rica",2021,"D.7","What is your highest level of completed education? Select one","More than secondary, including vocational training or apprenticeships","sog_w2_educ_oversecond","male",16.00
"Costa Rica",2021,"D.7","What is your highest level of completed education? Select one","More than secondary, including vocational training or apprenticeships","sog_w2_educ_oversecond","female",17.00
"Costa Rica",2021,"D.7","What is your highest level of completed education? Select one","More than secondary, including vocational training or apprenticeships","sog_w2_educ_oversecond","combined",17.00
"Costa Rica",2021,"D.7","What is your highest level of completed education? Select one","Primary","sog_w2_educ_prim","male",23.00
"Costa Rica",2021,"D.7","What is your highest level of completed education? Select one","Primary","sog_w2_educ_prim","female",24.00
"Costa Rica",2021,"D.7","What is your highest level of completed education? Select one","Primary","sog_w2_educ_prim","combined",24.00
"Costa Rica",2021,"D.7","What is your highest level of completed education? Select one","Secondary","sog_w2_educ_second","male",35.00
"Costa Rica",2021,"D.7","What is your highest level of completed education? Select one","Secondary","sog_w2_educ_second","female",35.00
"Costa Rica",2021,"D.7","What is your highest level of completed education? Select one","Secondary","sog_w2_educ_second","combined",35.00
"Costa Rica",2021,"D.7","What is your highest level of completed education? Select one","University or college (Masters, Doctorate, or professional degree)","sog_w2_educ_unigrad","male",9.00
"Costa Rica",2021,"D.7","What is your highest level of completed education? Select one","University or college (Masters, Doctorate, or professional degree)","sog_w2_educ_unigrad","female",7.00
"Costa Rica",2021,"D.7","What is your highest level of completed education? Select one","University or college (Masters, Doctorate, or professional degree)","sog_w2_educ_unigrad","combined",8.00
"Costa Rica",2021,"D.7","What is your highest level of completed education? Select one","University or college (Undergraduate)","sog_w2_educ_uniunderg","male",14.00
"Costa Rica",2021,"D.7","What is your highest level of completed education? Select one","University or college (Undergraduate)","sog_w2_educ_uniunderg","female",15.00
"Costa Rica",2021,"D.7","What is your highest level of completed education? Select one","University or college (Undergraduate)","sog_w2_educ_uniunderg","combined",14.00
"Costa Rica",2021,"D.2","How many other people live with you under the same roof?  Please do not count yourself","1 person","sog_w2_hh_sz_1","male",17.00
"Costa Rica",2021,"D.2","How many other people live with you under the same roof?  Please do not count yourself","1 person","sog_w2_hh_sz_1","female",16.00
"Costa Rica",2021,"D.2","How many other people live with you under the same roof?  Please do not count yourself","1 person","sog_w2_hh_sz_1","combined",16.00
"Costa Rica",2021,"D.2","How many other people live with you under the same roof?  Please do not count yourself","11 people or more","sog_w2_hh_sz_11over","male",1.00
"Costa Rica",2021,"D.2","How many other people live with you under the same roof?  Please do not count yourself","11 people or more","sog_w2_hh_sz_11over","female",1.00
"Costa Rica",2021,"D.2","How many other people live with you under the same roof?  Please do not count yourself","11 people or more","sog_w2_hh_sz_11over","combined",1.00
"Costa Rica",2021,"D.2","How many other people live with you under the same roof?  Please do not count yourself","2 to 5 people","sog_w2_hh_sz_25","male",63.00
"Costa Rica",2021,"D.2","How many other people live with you under the same roof?  Please do not count yourself","2 to 5 people","sog_w2_hh_sz_25","female",70.00
"Costa Rica",2021,"D.2","How many other people live with you under the same roof?  Please do not count yourself","2 to 5 people","sog_w2_hh_sz_25","combined",66.00
"Costa Rica",2021,"D.2","How many other people live with you under the same roof?  Please do not count yourself","6 to 10 people","sog_w2_hh_sz_610","male",6.00
"Costa Rica",2021,"D.2","How many other people live with you under the same roof?  Please do not count yourself","6 to 10 people","sog_w2_hh_sz_610","female",7.00
"Costa Rica",2021,"D.2","How many other people live with you under the same roof?  Please do not count yourself","6 to 10 people","sog_w2_hh_sz_610","combined",7.00
"Costa Rica",2021,"D.2","How many other people live with you under the same roof?  Please do not count yourself","0, I live alone","sog_w2_hh_sz_alone","male",13.00
"Costa Rica",2021,"D.2","How many other people live with you under the same roof?  Please do not count yourself","0, I live alone","sog_w2_hh_sz_alone","female",6.00
"Costa Rica",2021,"D.2","How many other people live with you under the same roof?  Please do not count yourself","0, I live alone","sog_w2_hh_sz_alone","combined",10.00
"Costa Rica",2021,"D.6","Do any children under the age of 6 live with you? Select one","Yes, 1 child under the age of 6","sog_w2_nb_chldrn_1under6","male",22.00
"Costa Rica",2021,"D.6","Do any children under the age of 6 live with you? Select one","Yes, 1 child under the age of 6","sog_w2_nb_chldrn_1under6","female",23.00
"Costa Rica",2021,"D.6","Do any children under the age of 6 live with you? Select one","Yes, 1 child under the age of 6","sog_w2_nb_chldrn_1under6","combined",23.00
"Costa Rica",2021,"D.6","Do any children under the age of 6 live with you? Select one","Yes, 2 children under the age of 6","sog_w2_nb_chldrn_2under6","male",5.00
"Costa Rica",2021,"D.6","Do any children under the age of 6 live with you? Select one","Yes, 2 children under the age of 6","sog_w2_nb_chldrn_2under6","female",9.00
